staff,master_ai_id,activity_number,permit_no,type_action_code,owner,company_name,received_date,incomplete_date,complete_date,issue_due_date,issue_revised_date,issue_date,deny_date,withdraw_date,close_date
Joseph Kimbrell,106,PRN20140001,1517M5R1,Technical Revision ,US Air Force Fb4855 - Cannon AFB,Cannon Air Force Base,5/15/2014 15:42,,,6/14/2014 0:00,6/14/2014 0:00,6/13/2014 11:32,,,
Teri Waldron,109,PRN20120001,2011M1R1,Administrative Revision ,"Hi-Pro Feeds, Inc",Hi Pro Feeds - Clovis Plant,4/4/2012 16:55,,,5/4/2012 0:00,5/4/2012 0:00,4/18/2012 16:55,,,
Mary Gerhart,109,PRN20140001,2011M2,Regular-Significant Revision ,"Hi-Pro Feeds, Inc",Hi-Pro Feeds - Clovis Plant,2/24/2014 10:46,,3/25/2014 9:45,6/23/2014 0:00,6/23/2014 0:00,6/23/2014 11:27,,,
Teri Waldron,120,PRN20070001,0419M1R1,Administrative Revision ,Nick Griego & Sons Construction Inc,Nick Griego and Sons - Crusher No 0419,3/5/2007 16:40,,,4/4/2007 0:00,4/4/2007 0:00,3/19/2007 16:40,,,4/18/2016 17:23
Teri Waldron,120,PRN20160001,0419M3R1,Administrative Revision ,Nick Griego & Sons Construction Inc,Nick Griego and Sons - Ft. Sumner Wash Plant GCP2-0419,4/18/2016 16:10,,,5/18/2016 0:00,5/18/2016 0:00,,,,4/18/2016 17:20
Rhonda Romero,120,PRN20140001,419M2,GCP2-New ,Nick Griego & Sons Construction Inc,Nick Griego and Sons - Ft. Sumner Wash Plan,4/7/2014 13:03,,,5/7/2014 0:00,5/7/2014 0:00,,5/7/2014 12:53,,
Rhonda Romero,120,PRN20140002,0419M3,GCP2-New ,Nick Griego & Sons Construction Inc,Nick Griego and Sons - Ft. Sumner Wash Plant GCP2-0419,8/27/2014 11:29,,,9/26/2014 0:00,9/26/2014 0:00,9/23/2014 13:19,,,4/18/2016 17:24
Longying Dong,120,PRN20040001,0419M1,Regular-New ,Nick Griego & Sons Construction Inc,Sam Sanders Materials - Crusher No0419,3/15/2004 14:14,,4/14/2004 15:48,7/13/2004 0:00,7/13/2004 0:00,7/13/2004 16:51,,,9/23/2014 12:05
Teri Waldron,121,PRN20170001,1254M1R1,Administrative Revision ,Burnett Construction Co Inc,Burn Construction - B and G 125TPH Asphalt Plant No1254,6/5/2017 12:30,,,7/5/2017 0:00,7/5/2017 0:00,,,,6/8/2017 11:21
Kirby Olson,122,PRN20140001,1554M1R1,PSD - Admin,El Paso Electric Company,El Paso Electric - Rio Grande Generating Station,8/1/2014 10:37,,,8/31/2014 0:00,8/31/2014 0:00,8/27/2014 8:39,,,
Mary Gerhart,122,PRN20140002,1554M1R2,PSD - Admin,El Paso Electric Company,El Paso Electric - Rio Grande Generating Station,10/14/2014 11:33,,,11/13/2014 0:00,11/13/2014 0:00,10/20/2014 15:28,,,
Teri Waldron,122,PRN20150001,1554M1R3,PSD - Admin,El Paso Electric Company,El Paso Electric - Rio Grande Generating Station,11/9/2015 10:31,,,12/9/2015 0:00,12/9/2015 0:00,11/13/2015 10:42,,,
Cember Hardison,122,PRN20100001,1554M1,PSD-Minor Modification ,El Paso Electric Company,El Paso Electric - Rio Grande Generating Station,6/18/2010 10:24,7/16/2010 12:33,10/7/2010 12:49,4/5/2011 0:00,4/5/2011 0:00,6/9/2011 10:10,,,
Elizabeth Kuehn,123,PRN20110001,3264M1,PSD-Minor Modification ,"El Paso Natural Gas Company, LLC",Afton Compressor Station,8/29/2011 8:40,9/28/2011 17:04,10/12/2011 10:48,1/10/2012 0:00,1/10/2012 0:00,1/9/2012 9:09,,,
Samuel Speaker,124,PRN20090001,0629A400M1R1,Administrative Revision ,NASA,NASA - White Sands Test Facility,12/30/2009 14:38,,,1/29/2010 0:00,1/29/2010 0:00,4/12/2010 14:33,,,
Samuel Speaker,124,PRN20120001,0629A400M2,Regular-Significant Revision ,NASA,NASA - White Sands Test Facility,9/27/2012 17:00,,10/25/2012 6:19,1/23/2013 0:00,1/23/2013 0:00,1/22/2013 15:34,,,
Elizabeth Kuehn,124,PRN20160001,0629A400M3,Regular-Significant Revision ,NASA,NASA - White Sands Test Facility,11/9/2016 11:51,,11/21/2016 15:37,2/19/2017 0:00,2/19/2017 0:00,1/6/2017 10:47,,,
Rhonda Romero,124,PRN20180001,0629-A400M4,Regular-Significant Revision ,NASA,NASA - White Sands Test Facility,8/10/2018 14:52,,9/9/2018 9:58,12/8/2018 0:00,12/8/2018 0:00,12/8/2018 10:42,,,
Norma Perez,125,PRN20110001,3279R2,Notice of Intent ,Tyson Prepared Foods,Tyson Prepared Foods,3/23/2011 12:04,,,4/22/2011 0:00,4/22/2011 0:00,4/12/2011 13:58,,,
Samuel Speaker,127,PRN20100001,0733M13,No Permit Required,Sterigenics US LLC,Sterigenics - Sterigenics US LLC,9/3/2009 17:12,,,,,1/28/2010 17:12,,,
Samuel Speaker,127,PRN20130001,0733M14,Notice of Intent ,Sterigenics US LLC,Sterigenics - Sterigenics US LLC,1/9/2013 11:25,,,2/8/2013 0:00,2/8/2013 0:00,2/5/2013 8:46,,,6/13/2013 9:53
Michael Schneider,127,PRN20040002,0733M9,Regular-Significant Revision ,Sterigenics US LLC,Santa Teresa Facility,5/20/2004 11:26,6/18/2004 14:38,8/2/2004 11:30,11/30/2004 0:00,11/30/2004 0:00,11/30/2004 13:57,,,1/28/2010 10:30
Longying Dong,127,PRN20050001,0733M10,Regular-Significant Revision ,Sterigenics US LLC,Sterigenics - Santa Teresa Facility,6/14/2005 15:13,7/14/2005 9:18,9/6/2005 14:41,12/5/2005 0:00,12/5/2005 0:00,12/5/2005 17:07,,,1/28/2010 10:30
Kerwin Singleton,127,PRN20060003,0733M11,Regular-Significant Revision ,Sterigenics US LLC,Sterigenics - Santa Teresa Facility,3/3/2006 16:02,3/30/2006 16:28,5/31/2006 12:51,8/29/2006 0:00,8/29/2006 0:00,8/28/2006 9:56,,,1/28/2010 10:29
Kerwin Singleton,127,PRN20060004,0733M12,Regular-Significant Revision ,Sterigenics US LLC,Sterigenics - Santa Teresa Facility,10/17/2006 15:08,10/26/2006 15:39,12/13/2006 8:01,3/13/2007 0:00,3/13/2007 0:00,3/5/2007 10:09,,,1/28/2010 10:28
Samuel Speaker,127,PRN20090001,0733M13,Regular-Significant Revision ,Sterigenics US LLC,Sterigenics - Santa Teresa Facility,9/10/2009 9:30,9/17/2009 10:58,,,,,,1/28/2010 17:15,
Elizabeth Kuehn,127,PRN20060002,0733M10R1,Technical Revision ,Sterigenics US LLC,Sterigenics - Santa Teresa Facility,1/23/2006 10:42,,,3/24/2006 0:00,3/24/2006 0:00,2/22/2006 17:12,,,1/28/2010 10:29
Kerwin Singleton,127,PRN20070001,0733M12R1,Technical Revision ,Sterigenics US LLC,Sterigenics - Santa Teresa Facility,4/16/2007 15:51,,,5/16/2007 0:00,5/16/2007 0:00,5/16/2007 10:18,,,1/28/2010 10:28
Samuel Speaker,127,PRN20130002,0733M15,Technical Revision ,Sterigenics US LLC,Sterigenics - Santa Teresa Facility,5/14/2013 9:29,,,6/13/2013 0:00,6/13/2013 0:00,6/13/2013 6:59,,,
Rhonda Romero,127,PRN20140001,0733M15R1,Technical Revision ,Sterigenics US LLC,Sterigenics - Santa Teresa Facility,11/24/2014 16:08,,,12/24/2014 0:00,12/24/2014 0:00,12/23/2014 7:45,,,
Kerry Carr,133,PRN20100001,0624M5R5,Administrative Revision ,FXI Holdings Inc,Foamex - Santa Teresa Plant,11/18/2010 8:42,,,12/18/2010 0:00,12/18/2010 0:00,11/22/2010 9:41,,,
Teri Waldron,133,PRN20130001,0624M5R6,Administrative Revision ,FXI Holdings Inc,FXI - Santa Teresa Plant,1/18/2013 14:12,,,2/17/2013 0:00,2/17/2013 0:00,1/23/2013 16:52,,,
Rhonda Romero,133,PRN20160001,624M5R8,Administrative Revision ,FXI Holdings Inc,FXI - Santa Teresa Plant,9/23/2016 10:55,,,10/23/2016 0:00,10/23/2016 0:00,,10/21/2016 10:05,,
Daren Zigich,133,PRN20140001,0624M5R7,Technical Revision ,FXI Holdings Inc,FXI - Santa Teresa Plant,5/16/2014 8:24,,,6/15/2014 0:00,6/15/2014 0:00,6/13/2014 16:21,,,
Rhonda Romero,133,PRN20170001,0624M5R9,Technical Revision ,FXI Holdings Inc,FXI - Santa Teresa Plant,4/7/2017 10:14,,,5/7/2017 0:00,5/7/2017 0:00,5/2/2017 10:17,,,
Teri Waldron,134,PRN20040001,1336R1,Administrative Revision ,Cruces Transit Mix,'A' Mountain Crusher No1336,5/21/2004 12:52,,,,,6/24/2004 17:43,,,5/8/2013 15:11
Teri Waldron,134,PRN20080001,1336R2,Administrative Revision ,Cruces Transit Mix,Dripping Springs Quarry,9/11/2008 16:46,,,10/11/2008 0:00,10/11/2008 0:00,9/19/2008 17:45,,,5/8/2013 15:10
Joseph Kimbrell,134,PRN20130001,1336R3,Administrative Revision ,Cruces Transit Mix,Dripping Springs Quarry,5/8/2013 15:09,,,6/7/2013 0:00,6/7/2013 0:00,,,,5/8/2013 15:10
Teri Waldron,135,PRN20160001,1576M4R1,Administrative Revision ,Saputo Cheese USA Inc,F and A Dairy Products,2/18/2016 13:18,,,3/19/2016 0:00,3/19/2016 0:00,2/19/2016 16:48,,,
Arianna Espinoza,135,PRN20180001,1576M4R2,Administrative Revision ,Saputo Cheese USA Inc,Saputo - F and A Dairy Products,11/30/2018 9:23,,,12/30/2018 0:00,12/30/2018 0:00,12/14/2018 11:11,,,
Antonia Tallarico,135,PRN20150001,1576M4,Regular-Significant Revision ,Saputo Cheese USA Inc,F and A Dairy Products,9/29/2015 15:53,,10/28/2015 11:06,1/26/2016 0:00,1/26/2016 0:00,1/25/2016 15:17,,,
Teri Waldron,136,PRN20120001,0806,No Permit Required,New Mexico Gas Company (NMGC),Alamogordo Compressor Station,1/17/2013 10:44,,,,,1/24/2013 10:44,,,
Kerry Carr,138,PRN20100002,1744M3R1,Administrative Revision ,OLAM West Coast Inc,Las Cruces Chile Plant,7/23/2010 14:22,,,8/22/2010 0:00,8/22/2010 0:00,8/16/2010 14:47,,,
Joseph Kimbrell,138,PRN20100001,DC 1744M3,Data Correction,OLAM West Coast Inc,Las Cruces Chile Plant,4/6/2010 16:45,,,5/6/2010 0:00,5/6/2010 0:00,4/6/2010 16:46,,,
Richard Poley,138,PRN20150001,1744M4,Regular-Significant Revision ,OLAM West Coast Inc,OLAM Spices and Vegetables Ingredients,6/25/2015 15:50,7/15/2015 11:00,8/19/2015 9:20,11/17/2015 0:00,11/17/2015 0:00,9/23/2015 9:10,,,
Norma Perez,138,PRN20110001,1744M3R2,Technical Revision ,OLAM West Coast Inc,OLAM Spices and Vegetables Ingredients,7/12/2011 17:01,,,8/11/2011 0:00,8/11/2011 0:00,8/8/2011 15:23,,,
Antonia Tallarico,138,PRN20170001,1744M4R1,Technical Revision ,OLAM West Coast Inc,OLAM Spices and Vegetables Ingredients,3/22/2017 16:13,,,4/21/2017 0:00,4/21/2017 0:00,4/12/2017 8:33,,,
Teri Waldron,141,PRN20160002,3411R1,Notice of Exemption,Dept of the Army,White Sands Missile Range,9/8/2016 12:46,,,10/8/2016 0:00,10/8/2016 0:00,9/13/2016 11:07,,,
Kirby Olson,141,PRN20140001,3933,Substitutions/Additions,Dept of the Army,White Sands Missile Range,8/28/2014 11:11,,,9/27/2014 0:00,9/27/2014 0:00,9/18/2014 8:39,,,
Jim Nellessen,144,PRN20150001,1640M1R2,Regular-Significant Revision ,New Mexico State University - Board Of Regents,New Mexico State University Campus,12/9/2015 14:05,,1/7/2016 17:13,4/6/2016 0:00,4/6/2016 0:00,4/5/2016 8:47,,,
Joseph Kimbrell,145,PRN20110001,1668R3,Administrative Revision ,Sav-O-Mat Inc,Sav-O-Mat B,3/8/2011 12:18,,,4/7/2011 0:00,4/7/2011 0:00,,,,3/8/2011 12:18
Teri Waldron,148,PRN20160001,1865M2R1,Administrative Revision ,Las Cruces (City of),Las Cruces (City of) - Wastewater Treatment Plant,11/30/2015 14:27,,,12/30/2015 0:00,12/30/2015 0:00,2/10/2016 15:55,,,
Antonia Tallarico,148,PRN20170001,1865M3,Regular-Significant Revision ,Las Cruces (City of),Jacob A Hands Wastewater Treatment Facility,5/3/2017 15:28,6/1/2017 10:53,7/20/2017 8:51,10/18/2017 0:00,10/18/2017 0:00,8/31/2017 16:19,,,
Kathleen Primm,150,PRN20120001,1986R1,Notice of Intent ,Rio Valley Chili,Rio Valley Chili,9/10/2012 16:09,,,10/10/2012 0:00,10/10/2012 0:00,9/27/2012 13:56,,,
Kathleen Primm,150,PRN20180001,1986R2,Notice of Intent ,Rio Valley Chili,Rio Valley Chili,6/11/2018 15:52,,,7/11/2018 0:00,7/11/2018 0:00,7/10/2018 14:30,,,
Teri Waldron,154,PRN20160001,1914M1R3,Administrative Revision ,Georgia-Pacific Corrugated LLC,Georgia Pacific Corrugated - Vista Corrugated Paper Plant,8/26/2016 17:28,,,9/25/2016 0:00,9/25/2016 0:00,9/6/2016 17:28,,,
Teri Waldron,158,PRN20150001,2270R1,Administrative Revision ,"Mizkan America, Inc.",Vado Vinegar,10/30/2015 17:13,,,11/29/2015 0:00,11/29/2015 0:00,11/6/2015 10:52,,,
Teri Waldron,158,PRN20160001,2270R2,Administrative Revision ,"Mizkan America, Inc.",Vado Vinegar,1/25/2016 15:30,,,2/24/2016 0:00,2/24/2016 0:00,2/2/2016 11:57,,,
Arianna Espinoza,158,PRN20190001,2270R3,Notice of Exemption,"Mizkan America, Inc.",Vado Vinegar,8/30/2019 16:25,,,9/29/2019 0:00,9/29/2019 0:00,9/27/2019 10:10,,,
Teri Waldron,164,PRN20100001,DC 2466M2R1,Data Correction,Public Service Company of New Mexico (PNM),Afton Generating Station,1/26/2010 14:53,,,2/25/2010 0:00,2/25/2010 0:00,1/26/2010 14:53,,,
Joseph Kimbrell,164,PRN20100002,PSD 2466M3,PSD-Minor Modification ,Public Service Company of New Mexico (PNM),Afton Generating Station,10/15/2010 8:49,,11/1/2010 9:21,1/30/2011 0:00,1/30/2011 0:00,12/16/2010 11:46,,,
Joseph Kimbrell,164,PRN20140001,PSD 2466M4,PSD-Minor Modification ,Public Service Company of New Mexico (PNM),Afton Generating Station,7/22/2014 15:28,,8/12/2014 15:48,11/10/2014 0:00,11/10/2014 0:00,11/10/2014 14:54,,,
Joseph Kimbrell,164,PRN20180001,2466M4R1,PSD-Tech Revision ,Public Service Company of New Mexico (PNM),PNM - Afton Generating Station,12/10/2018 8:00,,,2/9/2019 0:00,2/9/2019 0:00,1/9/2019 7:59,,,
Mary Gerhart,165,PRN20150001,2544M1R1,Administrative Revision ,DE Ready Mix Inc,DE Ready Mix - Concrete Batching Facility,12/29/2015 12:40,,,1/28/2016 0:00,1/28/2016 0:00,,,,12/30/2015 10:28
Longying Dong,165,PRN20040001,2544M1,Regular-New ,DE Ready Mix Inc,BC Ornamental - Concrete Batching Facility,12/8/2004 9:34,1/7/2005 9:56,5/23/2005 9:56,11/22/2005 0:00,11/22/2005 0:00,11/22/2005 16:40,,,12/29/2015 12:49
Larry Hewitt,166,PRN20010001,2562,Notice of Intent ,,CSR Hydro Conduit - 40TPH Concrete Batch Plant No2562,5/16/2001 0:00,,,,,6/11/2001 0:00,,,11/30/2010 9:45
Cember Hardison,167,PRN20170001,7592,Regular-New ,Camino Real Environmental Center,Camino Real Landfill,12/7/2017 9:33,1/9/2018 12:40,,,,,,8/3/2018 14:10,
Cember Hardison,167,PRN20180001,7592,Regular-New ,Camino Real Environmental Center,Camino Real Landfill,12/6/2018 15:31,,12/11/2018 16:54,3/11/2019 0:00,3/11/2019 0:00,3/11/2019 14:46,,,
Jim Nellessen,191,PRN20130002,0126M7R2,Administrative Revision ,Frontier Field Services LLC,Empire Abo Gas Plant,8/12/2013 12:07,,,9/11/2013 0:00,9/11/2013 0:00,8/23/2013 15:37,,,
Daren Zigich,191,PRN20140002,0126M8R1,Administrative Revision ,Frontier Field Services LLC,Empire Abo Gas Plant,10/3/2014 12:16,,,11/2/2014 0:00,11/2/2014 0:00,10/9/2014 9:44,,,
Arianna Espinoza,191,PRN20200004,0126M10R1,Administrative Revision ,Frontier Field Services LLC,Durango Midstream - Empire Abo Gas Plant - CS,10/14/2020 10:30,,,11/13/2020 0:00,11/13/2020 0:00,11/12/2020 16:32,,,
Arianna Espinoza,191,PRN20200005,0126M10R2,Administrative Revision ,Frontier Field Services LLC,Durango Midstream - Empire Abo Gas Plant - CS,10/30/2020 10:00,,,11/29/2020 0:00,11/29/2020 0:00,11/24/2020 16:33,,,
Joseph Kimbrell,191,PRN20100002,DC 0126M5R8,Data Correction,Frontier Field Services LLC,Empire Abo Gas Plant,4/8/2010 14:49,,,5/8/2010 0:00,5/8/2010 0:00,4/8/2010 14:50,,,
Linsey Hurst,191,PRN20180001,0126M9R4,PSD - Admin,Frontier Field Services LLC,Empire Abo Gas Plant/Compressor Station,4/19/2018 16:22,,,5/19/2018 0:00,5/19/2018 0:00,4/24/2018 16:46,,,
Denise Huff,191,PRN20190001,0126M9R5,PSD - Admin,Frontier Field Services LLC,Durango Midstream - Empire Abo Gas Plant - CS,3/12/2019 12:24,,,4/11/2019 0:00,4/11/2019 0:00,4/9/2019 12:38,,,
Arianna Espinoza,191,PRN20190002,0126M9R6,PSD - Admin,Frontier Field Services LLC,Durango Midstream - Empire Abo Gas Plant - CS,5/20/2019 12:17,,,6/19/2019 0:00,6/19/2019 0:00,6/25/2019 12:17,,,
Urshula Bajracharya,191,PRN20200001,0126M9R7,PSD - Admin,Frontier Field Services LLC,Durango Midstream - Empire Abo Gas Plant - CS,1/13/2020 9:09,,,2/12/2020 0:00,2/12/2020 0:00,1/23/2020 13:50,,,
Cember Hardison,191,PRN20150001,0126M9,PSD-Minor Modification ,Frontier Field Services LLC,Frontier Field Services - Empire Abo Gas Plant,7/20/2015 12:12,,8/18/2015 16:36,2/14/2016 0:00,2/14/2016 0:00,1/11/2016 16:37,,,
Elizabeth Kuehn,191,PRN20160001,0126M9R1,PSD-Tech Revision ,Frontier Field Services LLC,Frontier Field Services - Empire Abo Gas Plant,2/19/2016 16:22,,,3/20/2016 0:00,3/20/2016 0:00,3/18/2016 8:47,,,
Unknown,191,PRN20160002,0126M9R2,PSD-Tech Revision ,Frontier Field Services LLC,Frontier Field Services - Empire Abo Gas Plant,10/17/2016 14:21,,,11/16/2016 14:21,11/16/2016 14:21,,,11/14/2016 11:07,
Linsey Hurst,191,PRN20160003,0126M9R3,PSD-Tech Revision ,Frontier Field Services LLC,Frontier Field Services - Empire Abo Gas Plant,11/9/2016 11:16,,,12/9/2016 0:00,12/9/2016 0:00,12/6/2016 11:36,,,
Coleman Smith,191,PRN20100003,0126M6,Regular-Significant Revision ,Frontier Field Services LLC,Empire Abo Gas Plant,5/24/2010 13:11,,6/23/2010 13:22,9/21/2010 0:00,9/21/2010 0:00,9/20/2010 15:37,,,
Cember Hardison,191,PRN20110001,0126M7,Regular-Significant Revision ,Frontier Field Services LLC,Empire Abo Gas Plant,3/18/2011 7:46,,4/13/2011 15:04,10/9/2011 0:00,10/9/2011 0:00,7/11/2011 9:08,,,
Daren Zigich,191,PRN20140001,0126M8,Regular-Significant Revision ,Frontier Field Services LLC,Empire Abo Gas Plant,2/14/2014 10:30,3/14/2014 14:42,6/11/2014 8:32,9/9/2014 0:00,9/9/2014 0:00,9/9/2014 15:37,,,
Rebecca Procter,191,PRN20200002,0126M10,Regular-Significant Revision ,Frontier Field Services LLC,Durango Midstream - Empire Abo Gas Plant - CS,3/6/2020 14:18,,3/27/2020 9:01,6/25/2020 0:00,6/25/2020 0:00,6/25/2020 14:10,,,
Jim Nellessen,191,PRN20120001,0126M7R1,Technical Revision ,Frontier Field Services LLC,Empire Abo Gas Plant,8/29/2012 10:29,,,9/28/2012 0:00,9/28/2012 0:00,9/28/2012 11:55,,,
Teri Waldron,194,PRN20110001,3260R1,Administrative Revision ,"El Paso Natural Gas Company, LLC",Pecos River Compressor Station,7/11/2011 16:58,,,8/10/2011 0:00,8/10/2011 0:00,7/21/2011 15:16,,,
Michael Space,194,PRN20140001,3260M1,PSD-Minor Modification ,"El Paso Natural Gas Company, LLC",Pecos River Compressor Station,7/11/2014 15:36,,8/7/2014 15:45,11/5/2014 0:00,11/5/2014 0:00,11/5/2014 10:10,,,
Cember Hardison,196,PRN20100003,0495M10R1,Administrative Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,11/29/2010 16:27,,,12/29/2010 0:00,12/29/2010 0:00,12/1/2010 13:15,,,
Cember Hardison,196,PRN20110001,0495M10R2,Administrative Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,5/20/2011 14:18,,,6/19/2011 0:00,6/19/2011 0:00,,5/23/2011 17:58,,
Joseph Kimbrell,196,PRN20160002,0495M12R2,Administrative Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,5/17/2016 13:14,,,6/16/2016 0:00,6/16/2016 0:00,5/24/2016 11:28,,,
Joseph Kimbrell,196,PRN20200001,0495M13R2,Administrative Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,3/17/2020 11:30,,,4/16/2020 0:00,4/16/2020 0:00,3/18/2020 11:30,,,
Joseph Kimbrell,196,PRN20200002,495M13R3,Administrative Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,4/15/2020 15:31,,,5/15/2020 0:00,5/15/2020 0:00,4/16/2020 15:40,,,
Joseph Kimbrell,196,PRN20200003,495M13R4,Administrative Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,5/20/2020 13:43,,,6/19/2020 0:00,6/19/2020 0:00,5/21/2020 13:44,,,
Kerry Carr,196,PRN20100002,DC 0495M9R2,Data Correction,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,1/27/2010 15:45,,,2/26/2010 0:00,2/26/2010 0:00,1/27/2010 15:45,,,
Arianna Espinoza,196,PRN20190001,0495M13,Data Correction,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,6/28/2019 15:42,,,7/28/2019 0:00,7/28/2019 0:00,7/10/2019 15:13,,,
Cember Hardison,196,PRN20080001,0495M10,Regular-Significant Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,2/21/2008 16:15,3/10/2008 17:11,5/24/2010 10:18,11/20/2010 0:00,11/20/2010 0:00,11/19/2010 16:43,,,
Cember Hardison,196,PRN20130005,0495M11,Regular-Significant Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,12/2/2013 9:16,12/16/2013 16:10,4/15/2014 16:39,7/15/2014 0:00,7/15/2014 0:00,5/17/2014 9:12,,,
Joseph Kimbrell,196,PRN20140003,0495M12,Regular-Significant Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,12/22/2014 13:55,,1/21/2015 13:43,4/21/2015 0:00,4/21/2015 0:00,3/31/2015 13:27,,,
Joseph Kimbrell,196,PRN20180001,495M13,Regular-Significant Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,4/23/2018 11:15,,5/23/2018 11:05,8/21/2018 0:00,8/21/2018 0:00,7/16/2018 9:35,,,
Joseph Kimbrell,196,PRN20200004,0495M14,Regular-Significant Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,7/6/2020 7:40,,7/27/2020 11:37,10/25/2020 0:00,10/25/2020 0:00,10/25/2020 9:51,,,
Cember Hardison,196,PRN20100001,495M9R2,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,1/21/2010 16:21,,,2/20/2010 0:00,2/20/2010 0:00,1/22/2010 11:29,,,
Cember Hardison,196,PRN20110002,495M10R3,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,12/21/2011 16:48,,,1/20/2012 0:00,1/20/2012 0:00,1/20/2012 8:39,,,
Cember Hardison,196,PRN20130001,495M10R4,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,3/4/2013 15:11,,,4/3/2013 0:00,4/3/2013 0:00,4/1/2013 13:09,,,
Cember Hardison,196,PRN20130002,495M10R5,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,8/6/2013 10:50,,,9/5/2013 0:00,9/5/2013 0:00,9/5/2013 16:47,,,
Cember Hardison,196,PRN20130003,0495M10R6,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,9/9/2013 11:39,,,10/9/2013 0:00,10/9/2013 0:00,10/3/2013 16:28,,,
Cember Hardison,196,PRN20130004,495M10R7,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,10/28/2013 13:21,,,11/27/2013 0:00,11/27/2013 0:00,11/25/2013 13:03,,,
Joseph Kimbrell,196,PRN20140001,0495M11R1,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,5/22/2014 8:39,,,6/21/2014 0:00,6/21/2014 0:00,6/20/2014 8:03,,,
Joseph Kimbrell,196,PRN20140002,0495M11R2,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,9/8/2014 12:33,,,10/8/2014 0:00,10/8/2014 0:00,10/8/2014 13:27,,,
Joseph Kimbrell,196,PRN20150001,0495M12R1,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,10/16/2015 9:35,,,11/15/2015 0:00,11/15/2015 0:00,11/12/2015 8:54,,,
Joseph Kimbrell,196,PRN20170001,495M12R3,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,7/31/2017 14:25,,,8/30/2017 0:00,8/30/2017 0:00,8/30/2017 7:58,,,
Joseph Kimbrell,196,PRN20190002,0495M13R1,Technical Revision ,Mosaic Potash Carlsbad Inc,Mosaic Potash Carlsbad Inc,8/28/2019 12:25,,,9/27/2019 0:00,9/27/2019 0:00,9/17/2019 7:39,,,
Joseph Kimbrell,197,PRN20110001,PSD295M7R1,PSD - Admin,OXY USA WTP Limited Partnership,Indian Basin Gas Plant,9/28/2011 11:27,,,10/28/2011 0:00,10/28/2011 0:00,10/14/2011 11:27,,,
Teri Waldron,197,PRN20110002,PSD295M7R2,PSD - Admin,OXY USA WTP Limited Partnership,Indian Basin Gas Plant,11/8/2011 16:22,,,12/8/2011 0:00,12/8/2011 0:00,11/10/2011 16:22,,,
Joseph Kimbrell,197,PRN20120001,PSD295M7R3,PSD - Admin,OXY USA WTP Limited Partnership,Indian Basin Gas Plant,6/11/2012 10:02,,,7/11/2012 0:00,7/11/2012 0:00,6/12/2012 10:02,,,
Joseph Kimbrell,197,PRN20150002,PSD295M8R2,PSD - Admin,OXY USA WTP Limited Partnership,Indian Basin Gas Plant,,,,,,,,7/8/2015 9:47,
