,id,name,type_code,type,status_code,status,ogrid,ogrid_name,district_code,district,county_code,county,ulstr,latitude,longitude,projection,directional_status,details,files,status2,symbology,year_spudded,spud_date,measured_vertical_depth,true_vertical_depth,pool_id_list,effective_date,plug_date,GlobalID,geometry
6106,30-045-35863,NAGEEZI UNIT #502H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,G-03-23N-09W,36.256173,-107.772554,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35863&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358630000&GISReferenceSource=ArcGISOnline,A,OA,2018.0,2018-06-20 00:00:00+00:00,11353.0,4854.0,"[98080] NAGEEZI UNIT,  MANCOS (OIL)",2019-04-01 00:00:00+00:00,,{E9F315C6-9ECA-41C7-9774-56D96589C6D9},POINT (-107.772554 36.25617300000005)
6139,30-045-35841,NAGEEZI UNIT #405H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,K-03-23N-09W,36.254185,-107.779468,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35841&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358410000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-05-26 00:00:00+00:00,13175.0,4943.0,"[98080] NAGEEZI UNIT,  MANCOS (OIL)",2019-04-01 00:00:00+00:00,,{CC702896-BB66-4824-BF2D-DB12D3B6C5EE},POINT (-107.779468 36.25418500000006)
6732,30-045-33173,LARGO B FEDERAL #002,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,C-22-24N-09W,36.3052406,-107.7790222,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-33173&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045331730000&GISReferenceSource=ArcGISOnline,A,OA,2005.0,2005-09-27 00:00:00+00:00,5440.0,5440.0,[5890] BISTI LOWER-GALLUP (O),2005-09-14 00:00:00+00:00,,{B3988128-395A-4C83-8707-861BDFBEEA38},POINT (-107.7790222 36.30524060000005)
7037,30-045-35801,W LYBROOK UNIT #735H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,B-34-23N-09W,36.189179,-107.77231,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35801&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358010000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-04-05 00:00:00+00:00,14962.0,4618.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{523B2B1B-B0C5-42E9-9140-3B656F57BBBA},POINT (-107.7723099999999 36.18917900000002)
7334,30-045-28376,FEDERAL D #004,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,A-10-23N-09W,36.2460785,-107.770195,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28376&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045283760000&GISReferenceSource=ArcGISOnline,A,OA,1991.0,1991-02-20 00:00:00+00:00,5130.0,5130.0,"[5860] BISTI, S-GALLUP (O)",2018-03-09 00:00:00+00:00,,{DE76D2F9-F616-4380-B6D6-AE70761B369B},POINT (-107.7701949999999 36.24607850000007)
7407,30-045-22473,BLANCO WASH #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,J-02-24N-09W,36.3401642,-107.7547989,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-22473&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045224730000&GISReferenceSource=ArcGISOnline,A,OA,1978.0,1978-02-11 00:00:00+00:00,6349.0,6349.0,"[64290] WHITE WASH MANCOS DAKOTA; [96552] WHITE WASH, MESAVERDE (O)",1996-05-03 00:00:00+00:00,,{162D148F-6B01-41D1-AC1E-412725C47DC3},POINT (-107.7547989 36.34016420000006)
7675,30-045-24633,TRS-EVI #001,O    ,Oil,A,Active,236452,PETRO MEX LLC,3,Aztec,45,San Juan,H-11-29N-15W,36.7429008,-108.3805008,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-24633&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045246330000&GISReferenceSource=ArcGISOnline,A,OA,1980.0,1980-10-23 00:00:00+00:00,4700.0,4700.0,[11880] CHA CHA GALLUP,2005-06-01 00:00:00+00:00,,{4709A6EB-A60D-4EFA-A86C-C4F33D140448},POINT (-108.3805008 36.74290080000003)
8436,30-045-25674,SUMMIT #012,O    ,Oil,A,Active,330132,MorningStar Operating LLC,3,Aztec,45,San Juan,K-34-29N-11W,36.6803703,-107.9803467,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25674&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045256740000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-05-04 00:00:00+00:00,6011.0,6011.0,[2290] ARMENTA-GALLUP (O),2020-08-20 00:00:00+00:00,,{52F8ECE8-58FE-4AD5-9AAB-265D03C0963D},POINT (-107.9803467 36.68037030000005)
8437,30-045-21406,BALLARD #017,O    ,Oil,A,Active,330132,MorningStar Operating LLC,3,Aztec,45,San Juan,I-15-26N-09W,36.4850273,-107.7703247,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-21406&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045214060000&GISReferenceSource=ArcGISOnline,A,OA,1974.0,1974-05-22 00:00:00+00:00,5900.0,5900.0,[2170] ANGELS PEAK-GALLUP (ASSOCIATED),2020-08-20 00:00:00+00:00,,{7086C675-AB27-4734-B91F-E71173C839F9},POINT (-107.7703246999999 36.48502730000007)
8539,30-045-23358,DOME OLD TRADING POST #002,O    ,Oil,A,Active,292875,"NNOGC EXPLORATION AND PRODUCTION, LLC",3,Aztec,45,San Juan,A-15-26N-14W,36.493576,-108.3103104,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-23358&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045233580000&GISReferenceSource=ArcGISOnline,A,OA,1979.0,1979-01-27 00:00:00+00:00,5216.0,5216.0,[5890] BISTI LOWER-GALLUP (O),2012-10-12 00:00:00+00:00,,{F2762A81-CBB3-4D6A-B21E-8DEF55D91763},POINT (-108.3103104 36.49357600000008)
8878,30-045-23835,HUERFANO UNIT #283,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,O-35-26N-09W,36.4395752,-107.7550735,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-23835&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045238350000&GISReferenceSource=ArcGISOnline,A,OA,1980.0,1980-09-20 00:00:00+00:00,6640.0,6640.0,[19859] DUFERS POINT-GALLUP DAKOTA,2017-08-14 00:00:00+00:00,,{3098D7CB-FF9C-4BA1-B299-BDEEEBBDCEEF},POINT (-107.7550735 36.43957520000004)
9002,30-045-22047,CANYON #019,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,P-02-25N-11W,36.424942,-107.9686127,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-22047&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045220470000&GISReferenceSource=ArcGISOnline,A,OA,1976.0,1976-11-12 00:00:00+00:00,6154.0,6154.0,[26980] GALLEGOS GALLUP (ASSOCIATED); [71599] BASIN DAKOTA (PRORATED GAS),2018-07-12 00:00:00+00:00,,{1C541E57-DC76-4590-967E-4AB9234DF8A2},POINT (-107.9686126999999 36.42494200000004)
9298,30-045-25657,CONGRESS #016,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,A-34-29N-11W,36.6879807,-107.9721985,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25657&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045256570000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-05-07 00:00:00+00:00,6200.0,6200.0,[2290] ARMENTA-GALLUP (O),2017-08-01 00:00:00+00:00,,{53B895FF-2232-4794-9586-0C06CCF32D5D},POINT (-107.9721985 36.68798070000003)
9522,30-045-06041,GREER #001,O    ,Oil,A,Active,150182,ROBERT L BAYLESS PRODUCER LLC,3,Aztec,45,San Juan,E-02-26N-11W,36.5194244,-107.9794769,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-06041&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045060410000&GISReferenceSource=ArcGISOnline,A,OA,1959.0,1959-07-13 00:00:00+00:00,6567.0,6567.0,[26980] GALLEGOS GALLUP (ASSOCIATED),2001-04-01 00:00:00+00:00,,{123CED36-E02C-4E06-8240-229E28705CBA},POINT (-107.9794769 36.51942440000005)
10452,30-045-20526,SOUTH KUTZ #001,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,B-11-26N-11W,36.5073204,-107.9697418,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-20526&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045205260000&GISReferenceSource=ArcGISOnline,A,OA,1969.0,1969-07-04 00:00:00+00:00,6601.0,6601.0,[26980] GALLEGOS GALLUP (ASSOCIATED),2017-08-01 00:00:00+00:00,,{24A64E61-BCE7-49CB-B9F1-888043E129B5},POINT (-107.9697418 36.50732040000003)
10551,30-045-25511,CONGRESS #013,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,I-34-29N-11W,36.6804886,-107.9714127,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25511&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045255110000&GISReferenceSource=ArcGISOnline,A,OA,1982.0,1982-12-04 00:00:00+00:00,5948.0,5948.0,[2290] ARMENTA-GALLUP (O),2017-08-01 00:00:00+00:00,,{F248AC84-CCCC-41F2-9E81-F329DA5BA7F2},POINT (-107.9714127 36.68048860000005)
10805,30-045-35816,W LYBROOK UNIT #755H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,I-14-23N-09W,36.224787,-107.751536,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35816&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358160000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-04-17 00:00:00+00:00,14903.0,4773.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{A645143D-3725-4332-B70C-F70A154827D0},POINT (-107.751536 36.22478700000005)
11319,30-045-25922,KIRTLAND 14 #001,O    ,Oil,A,Active,236452,PETRO MEX LLC,3,Aztec,45,San Juan,A-14-29N-15W,36.7328606,-108.3796844,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25922&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045259220000&GISReferenceSource=ArcGISOnline,A,OA,1984.0,1984-03-23 00:00:00+00:00,4627.0,4627.0,[11880] CHA CHA GALLUP,2005-06-01 00:00:00+00:00,,{07365405-95F8-42FC-ADCA-13FBC140B1E1},POINT (-108.3796844 36.73286060000004)
11366,30-045-24743,BOB BLANCHE #001,O,Oil,A,Active,236452,PETRO MEX LLC,3,Aztec,45,San Juan,L-12-29N-15W,36.7391624,-108.3754959,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-24743&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045247430000&GISReferenceSource=ArcGISOnline,A,OA,1980.0,1980-12-31 00:00:00+00:00,4670.0,4670.0,[11880] CHA CHA GALLUP,2005-06-01 00:00:00+00:00,,{7F1B63B1-E159-4374-BEB6-73BAD4EF09D8},POINT (-108.3754959 36.73916240000005)
11459,30-045-35817,W LYBROOK UNIT #754H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,I-14-23N-09W,36.224846,-107.75165,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35817&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358170000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-04-19 00:00:00+00:00,14650.0,5769.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{BCE34F38-E0EA-458F-B7A8-1C24E83CEC3A},POINT (-107.75165 36.22484600000007)
11589,30-045-35815,W LYBROOK UNIT #753H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,I-14-23N-09W,36.224816,-107.751593,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35815&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358150000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-04-18 00:00:00+00:00,15866.0,4753.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{5585ECB7-31B0-4B16-8619-FB759CECFC4B},POINT (-107.751593 36.22481600000003)
11772,30-045-35893,W LYBROOK UNIT #770H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,H-23-23N-09W,36.214633,-107.751787,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35893&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358930000&GISReferenceSource=ArcGISOnline,A,OA,2019.0,2019-06-17 00:00:00+00:00,0.0,0.0,[98157] LYBROOK MANCOS W,2018-12-19 00:00:00+00:00,,{47125AB9-1294-4BF8-9EAB-A0155CC85BA2},POINT (-107.751787 36.21463300000005)
12335,30-045-35894,W LYBROOK UNIT #771H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,H-23-23N-09W,36.214537,-107.751721,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35894&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358940000&GISReferenceSource=ArcGISOnline,A,OA,2019.0,2019-06-18 00:00:00+00:00,0.0,0.0,[98157] LYBROOK MANCOS W,2018-12-19 00:00:00+00:00,,{7525255B-9B3B-4498-BD35-C7D7A39DF869},POINT (-107.751721 36.21453700000006)
12336,30-045-35813,W LYBROOK UNIT #716H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,I-14-23N-09W,36.224697,-107.751365,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35813&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358130000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-04-11 00:00:00+00:00,11941.0,4814.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{17759125-D594-4D86-A2DD-902A5233ACB2},POINT (-107.751365 36.22469700000005)
12573,30-045-35774,W LYBROOK UNIT #718H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,I-14-23N-09W,36.224668,-107.751308,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35774&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045357740000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-04-10 00:00:00+00:00,10765.0,4389.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{83267F8F-3A4B-4C57-A11F-72E5B37B529F},POINT (-107.7513079999999 36.22466800000007)
12695,30-045-35812,W LYBROOK UNIT #719H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,I-14-23N-09W,36.224727,-107.751422,NAD27,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35812&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358120000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-04-14 00:00:00+00:00,10920.0,4791.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{7BBE465C-3C1A-43B6-992A-1726DB51D128},POINT (-107.751422 36.22472700000003)
12727,30-045-21514,NAGEEZI #004,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,D-01-25N-09W,36.4343872,-107.7471008,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-21514&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045215140000&GISReferenceSource=ArcGISOnline,A,OA,1974.0,1974-06-27 00:00:00+00:00,6701.0,6701.0,[19859] DUFERS POINT-GALLUP DAKOTA,2018-03-09 00:00:00+00:00,,{D95DEEC4-21FF-4654-8D51-DC2D671EB5FC},POINT (-107.7471007999999 36.43438720000006)
12884,30-045-23885,NAGEEZI #005,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,E-12-25N-09W,36.4184227,-107.7468033,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-23885&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045238850000&GISReferenceSource=ArcGISOnline,A,OA,1979.0,1979-11-29 00:00:00+00:00,6740.0,6740.0,[19859] DUFERS POINT-GALLUP DAKOTA,2017-08-01 00:00:00+00:00,,{99697812-B7DB-4F1B-8B7C-84FE26650BC6},POINT (-107.7468033 36.41842270000006)
13658,30-045-22938,BLANCO WASH #004,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,A-02-24N-09W,36.348278,-107.7524567,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-22938&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045229380000&GISReferenceSource=ArcGISOnline,A,OA,1978.0,1978-03-09 00:00:00+00:00,6415.0,6415.0,[64290] WHITE WASH MANCOS DAKOTA,1978-05-01 00:00:00+00:00,,{43C3AA1E-0C06-42EC-941C-78CF584C6E82},POINT (-107.7524567 36.34827800000005)
13866,30-045-26584,YUCCA COM #001,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,H-02-25N-09W,36.4323196,-107.7525024,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26584&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045265840000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-12-14 00:00:00+00:00,6792.0,6792.0,[19859] DUFERS POINT-GALLUP DAKOTA,2018-11-26 00:00:00+00:00,,{31E10C8C-8AC1-4F83-9A82-D69C37490930},POINT (-107.7525024 36.43231960000003)
14127,30-045-33172,HIGH FINANCE #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,D-03-30N-14W,36.8484573,-108.3021317,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-33172&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045331720000&GISReferenceSource=ArcGISOnline,A,OA,2006.0,2006-09-08 00:00:00+00:00,5499.0,5499.0,[96219] GREEK-GALLUP (OIL),2005-10-06 00:00:00+00:00,,{74566CE5-99F7-4A10-9E0B-72A98CFCAE6A},POINT (-108.3021317 36.84845730000006)
14774,30-045-29237,PIERRE #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,D-12-23N-11W,36.246769,-107.962532,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-29237&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045292370000&GISReferenceSource=ArcGISOnline,A,OA,1995.0,1995-09-19 00:00:00+00:00,4565.0,4565.0,"[5860] BISTI, S-GALLUP (O)",1995-04-20 00:00:00+00:00,,{3475E555-2C0D-46A8-8ED9-BF14CB2B0FA5},POINT (-107.962532 36.24676900000003)
14911,30-045-26346,FAITH #005,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,E-19-27N-13W,36.5629425,-108.2681351,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26346&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045263460000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-05-13 00:00:00+00:00,5392.0,5392.0,[26980] GALLEGOS GALLUP (ASSOCIATED),1985-06-01 00:00:00+00:00,,{61DAE207-064B-41B1-B8AF-A3719EDDF35F},POINT (-108.2681350999999 36.56294250000008)
15020,30-045-35804,W LYBROOK UNIT #750H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,F-13-23N-09W,36.228873,-107.740934,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35804&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358040000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-03-01 00:00:00+00:00,15205.0,4817.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{87E0BB4A-E47D-4BBD-9DC3-CB5A2C84DBC6},POINT (-107.740934 36.22887300000008)
15541,30-045-25940,CHARLEY #002,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,O-21-27N-13W,36.554863,-108.2218094,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25940&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045259400000&GISReferenceSource=ArcGISOnline,A,OA,1984.0,1984-05-13 00:00:00+00:00,5335.0,5335.0,[26980] GALLEGOS GALLUP (ASSOCIATED),2018-09-21 00:00:00+00:00,,{CBAE9519-8909-41BA-9EEB-4FB5F9B47024},POINT (-108.2218094 36.55486300000007)
15606,30-045-35802,W LYBROOK UNIT #714H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,F-13-23N-09W,36.228616,-107.740812,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35802&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358020000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-02-22 00:00:00+00:00,12665.0,4822.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{F9EFB7D9-890E-4513-B614-99FC754E31B8},POINT (-107.7408119999999 36.22861600000005)
15655,30-045-25686,ANGEL PEAK B #044,O    ,Oil,A,Active,289408,"LOGOS OPERATING, LLC",3,Aztec,45,San Juan,C-24-28N-11W,36.6537437,-107.9563141,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25686&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045256860000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-07-27 00:00:00+00:00,6263.0,6263.0,[2290] ARMENTA-GALLUP (O),2016-07-28 00:00:00+00:00,,{A60C1B9E-F688-4688-B985-F3A2E39E3E9A},POINT (-107.9563141 36.65374370000006)
15718,30-045-24815,SOUTHEAST CHA CHA UNIT #039,O    ,Oil,A,Active,20572,SG INTERESTS I LTD,3,Aztec,45,San Juan,O-07-28N-13W,36.6715851,-108.2571945,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-24815&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045248150000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-03-30 00:00:00+00:00,5771.0,5771.0,[11880] CHA CHA GALLUP,2012-11-05 00:00:00+00:00,,{FB244C92-DC69-45C5-9AD8-CAF2FB39A2A7},POINT (-108.2571945 36.67158510000007)
